address;webSite;helpPhone;dimensions;coordinates
Азовская улица, дом 2 ;sch1279.mskobr.ru;+7 (499) 619-39-43;площадь (кв. м): 231;{type=Point, coordinates=[37.603244514167, 55.662817432419]}
Беловежская улица, дом 67;sch384.mskobr.ru;+7 (495) 446-23-84;площадь (кв. м): 700;{type=Point, coordinates=[37.39799956156567, 55.709382968877634]}
Беловежская улица, дом 67;sch384.mskobr.ru;+7 (495) 446-23-84;площадь (кв. м): 840;{type=Point, coordinates=[37.39682609512126, 55.70890833000639]}
Беловежская улица, дом 67;sch384.mskobr.ru;+7 (495) 446-23-84;площадь (кв. м): 308;{type=Point, coordinates=[37.397392041223, 55.709491915712]}
Беловежская улица, дом 67;sch384.mskobr.ru;+7 (495) 446-23-84;площадь (кв. м): 200;{type=Point, coordinates=[37.39761734678013, 55.709440904010876]}
улица Богданова, дом 10 ;sch1347.mskobr.ru;+7 (499) 727-74-14;площадь (кв. м): 90;{type=Point, coordinates=[37.39803531284748, 55.65448845742546]}
улица 50 лет Октября, дом 14А;sch1347.mskobr.ru;+7 (499) 727-74-14;площадь (кв. м): 348;{type=Point, coordinates=[37.41006490847724, 55.65715590897917]}
улица 50 лет Октября, дом 14А;sch1347.mskobr.ru;+7 (499) 727-74-14;площадь (кв. м): 162;{type=Point, coordinates=[37.40863529106964, 55.65713223714137]}
улица 50 лет Октября, дом 14А;sch1347.mskobr.ru;+7 (499) 727-74-14;площадь (кв. м): 224;{type=Point, coordinates=[37.41000589987709, 55.65726053900203]}
улица 50 лет Октября, дом 13А;sch1347.mskobr.ru;+7 (499) 727-74-14;площадь (кв. м): 220;{type=Point, coordinates=[37.412884725183, 55.652254240196]}
Стандартная улица, дом 4А;kat-9.mskobr.ru;+7 (499) 480-65-00;площадь (кв. м): 1500;{type=Point, coordinates=[37.571387446417994, 55.88318736395353]}
Наро-Фоминская улица, дом 1;sch1000.mskobr.ru;+7 (495) 435-04-68;площадь (кв. м): 162;{type=Point, coordinates=[37.39091864156496, 55.65744356360574]}
Наро-Фоминская улица, дом 1;sch1000.mskobr.ru;+7 (495) 435-04-68;площадь (кв. м): 420;{type=Point, coordinates=[37.39158651160851, 55.65776736046607]}
Наро-Фоминская улица, дом 1;sch1000.mskobr.ru;+7 (495) 435-04-68;площадь (кв. м): 162;{type=Point, coordinates=[37.391243188855, 55.657560529599]}
Волынская улица, дом 6 ;sch1000.mskobr.ru;+7 (495) 934-89-55;площадь (кв. м): 75;{type=Point, coordinates=[37.41185540530192, 55.64532919479527]}
Волынская улица, дом 6 ;sch1000.mskobr.ru;+7 (495) 934-89-55;площадь (кв. м): 126;{type=Point, coordinates=[37.411790289688, 55.64526874185]}
улица Федосьино, дом 16 ;ck41.mskobr.ru;+7 (495) 731-10-55;площадь (кв. м): 450;{type=Point, coordinates=[37.33747746627, 55.64027873894]}
Приречная улица, дом 3;gym1596.mskobr.ru;+7 (495) 733-54-10;площадь (кв. м): 742.6;{type=Point, coordinates=[37.370109893860835, 55.64273533496063]}
Приречная улица, дом 3;gym1596.mskobr.ru;+7 (495) 733-54-10;площадь (кв. м): 203;{type=Point, coordinates=[37.370107211652, 55.642340924389]}
Приречная улица, дом 3;gym1596.mskobr.ru;+7 (495) 733-54-10;площадь (кв. м): 250;{type=Point, coordinates=[37.37039420801601, 55.642299965729606]}
Новопеределкинская улица, дом 13 ;sch1015z.mskobr.ru;+7 (495) 733-00-12;площадь (кв. м): 162;{type=Point, coordinates=[37.364202578064784, 55.63982232503835]}
Новопеределкинская улица, дом 13 ;sch1015z.mskobr.ru;+7 (495) 733-00-12;площадь (кв. м): 180;{type=Point, coordinates=[37.36224590658853, 55.64065723208537]}
Новопеределкинская улица, дом 13 ;sch1015z.mskobr.ru;+7 (495) 733-00-12;площадь (кв. м): 392;{type=Point, coordinates=[37.363038499353, 55.640462523945]}
Новопеределкинская улица, дом 13 ;sch1015z.mskobr.ru;+7 (495) 733-00-12;площадь (кв. м): 392;{type=Point, coordinates=[37.363993365762, 55.639970997943]}
Русаковская улица, дом 2/1 ;krasnoselsky.mos.ru;+7 (499) 264-48-37;площадь (кв. м): 336;{type=Point, coordinates=[37.67181568105596, 55.781238787475175]}
Веерная улица, дом 5 ;sch814z.mskobr.ru;+7 (495) 441-71-22;площадь (кв. м): 1248;{type=Point, coordinates=[37.474885829825, 55.70746786983]}
Большая Очаковская улица, дом 25;sch571.mskobr.ru;+7 (495) 430-63-35;площадь (кв. м): 420;{type=Point, coordinates=[37.454301541347, 55.680120021444]}
Веерная улица, дом 5 ;sch814z.mskobr.ru;+7 (495) 441-71-22;площадь (кв. м): 640;{type=Point, coordinates=[37.473701634544, 55.707132503417]}
"город Троицк, микрорайон ""В"", дом 14";lyctroicka.mskobr.ru/;+7 (495) 851-00-56;площадь (кв. м): 875;{type=Point, coordinates=[37.300128262565, 55.488173570859]}
Большая Очаковская улица, дом 39 ;sch2025.mskobr.ru;+7 (499) 662-66-23;площадь (кв. м): 800;{type=Point, coordinates=[37.448359714381, 55.674895772436]}
"город Троицк, микрорайон ""В"", дом 14";lyctroicka.mskobr.ru/;+7 (495) 851-00-56;площадь (кв. м): 198;{type=Point, coordinates=[37.299821615204, 55.487545718063]}
"город Троицк, микрорайон ""В"", дом 14";lyctroicka.mskobr.ru/;+7 (495) 851-00-56;площадь (кв. м): 264;{type=Point, coordinates=[37.299881499336, 55.487945125614]}
улица Мичуринский Проспект, Олимпийская Деревня, дом 24;sch843.mskobr.ru;+7 (495) 735-66-21;площадь (кв. м): 420;{type=Point, coordinates=[37.459007483644, 55.670220184746]}
"город Троицк, микрорайон ""В"", дом 14";lyctroicka.mskobr.ru/;+7 (495) 851-00-56;площадь (кв. м): 264;{type=Point, coordinates=[37.299768846557, 55.48782633356]}
улица Мичуринский Проспект, Олимпийская Деревня, дом 24;sch843.mskobr.ru;+7 (495) 735-66-21;площадь (кв. м): 420;{type=Point, coordinates=[37.459675905242, 55.670584615524]}
улица Академика Анохина, дом 2 ;sch1329.mskobr.ru;+7 (495) 651-35-98;площадь (кв. м): 199.5;{type=Point, coordinates=[37.473622446043, 55.673052680913]}
улица Мичуринский Проспект, Олимпийская Деревня, дом 24;sch843.mskobr.ru;+7 (495) 735-66-21;площадь (кв. м): 450;{type=Point, coordinates=[37.460289579552, 55.669824535592]}
улица Академика Анохина, дом 2 ;sch1329.mskobr.ru;+7 (495) 651-35-98;площадь (кв. м): 199.5;{type=Point, coordinates=[37.473319356424106, 55.67306177551314]}
Митинская улица, дом 46 ;sch1191sz.mskobr.ru;+7 (495) 794-25-34;площадь (кв. м): 176;{type=Point, coordinates=[37.359174776874, 55.849841495089]}
улица Доватора, дом 5/9;sch171c.mskobr.ru;+7 (499) 245-54-25;площадь (кв. м): 1568;{type=Point, coordinates=[37.570599548275, 55.723554676887]}
Сиреневый бульвар, дом 9;okdit.mskobr.ru;+7 (495) 637-00-48;площадь (кв. м): 920;{type=Point, coordinates=[37.776281150116, 55.803299798919]}
Снайперская улица, дом 11А;yandex.ru/maps/org/gbou_shkola_810/1041864666/?ll=37.814429%2C55.720078&source=wizbiz_new_text_single&z=18;+7 (495) 637-00-48;площадь (кв. м): 220;{type=Point, coordinates=[37.81341, 55.720476]}
Малый Саввинский переулок, дом 8;lyc1535.mskobr.ru;+7 (499) 246-08-06;площадь (кв. м): 450;{type=Point, coordinates=[37.561461083328, 55.731029783655]}
переулок Хользунова, дом 8;57.mskobr.ru;+7 (495) 691-85-72;площадь (кв. м): 288;{type=Point, coordinates=[37.581254288898, 55.730382707686]}
Бакунинская улица, дом 55 ;itschool.mcko.ru/;+7 (495) 638-23-52;площадь (кв. м): 242;{type=Point, coordinates=[37.68852468191862, 55.7781833687462]}
Бирюлёвская улица, дом 28;pk10.mskobr.ru/;+7 (495) 326-37-29;площадь (кв. м): 312;{type=Point, coordinates=[37.660189227703, 55.593658641981]}
Бирюлёвская улица, дом 28;pk10.mskobr.ru/;+7 (495) 326-37-29;площадь (кв. м): 200;{type=Point, coordinates=[37.659853951576, 55.593048053121]}
Борисовский проезд, дом 10 ;sch939u.mskobr.ru/;+7 (495) 394-40-33;площадь (кв. м): 450;{type=Point, coordinates=[37.718803255193, 55.62448810418]}
Бирюлёвская улица, дом 23 ;sch902.mskobr.ru;+7 (495) 326-96-46;площадь (кв. м): 288;{type=Point, coordinates=[37.66701094742964, 55.593977507398655]}
улица Полбина, дом 68 ;mok.mskobr.ru;+7 (495) 354-07-10;площадь (кв. м): 297;{type=Point, coordinates=[37.721836330431, 55.670478134963]}
Бирюлёвская улица, дом 23 ;sch902.mskobr.ru;+7 (495) 326-96-46;площадь (кв. м): 162;{type=Point, coordinates=[37.66659520503234, 55.59393507441212]}
улица Полбина, дом 18;sch773uv.mskobr.ru;+7 (495) 353-33-86;площадь (кв. м): 450;{type=Point, coordinates=[37.727535200297, 55.688881744196]}
2-й Павелецкий проезд, дом 4 ;spo-32.mskobr.ru;+7 (499) 235-13-80;площадь (кв. м): 288;{type=Point, coordinates=[37.64384178868, 55.713600884321]}
2-й Павелецкий проезд, дом 4 ;spo-32.mskobr.ru;+7 (499) 235-13-80;площадь (кв. м): 300;{type=Point, coordinates=[37.645232514054, 55.713866058314]}
Авиамоторная улица, дом 36 ;mok.mskobr.ru;+7 (495) 354-90-29;площадь (кв. м): 503.67;{type=Point, coordinates=[37.720695128973, 55.74251539753]}
улица Перерва, дом 44;sch2087uv.mskobr.ru;+7 (499) 356-38-11;площадь (кв. м): 162;{type=Point, coordinates=[37.73668504983106, 55.6520404075909]}
улица Перерва, дом 44;sch2087uv.mskobr.ru;+7 (499) 356-38-11;площадь (кв. м): 108;{type=Point, coordinates=[37.73663956990281, 55.652223535262294]}
улица Перерва, дом 44;sch2087uv.mskobr.ru;+7 (499) 356-38-11;площадь (кв. м): 375;{type=Point, coordinates=[37.736053113523, 55.65232953446]}
улица Перерва, дом 41 ;gym1562uv.mskobr.ru;+7 (495) 345-05-61;площадь (кв. м): 390;{type=Point, coordinates=[37.744731, 55.660515]}
Каргопольская улица, дом 13 ;sch962sv.mskobr.ru;+7 (499) 903-16-19;площадь (кв. м): 300;{type=Point, coordinates=[37.591725939681, 55.864650576023]}
Алтуфьевское шоссе, дом 24А;sch962sv.mskobr.ru;+7 (499) 903-16-19;площадь (кв. м): 180;{type=Point, coordinates=[37.587616750518, 55.861113874599]}
проезд Карамзина, дом 13 ;karamzin.mskobr.ru;+7 (495) 423-02-55;площадь (кв. м): 420;{type=Point, coordinates=[37.540020581329, 55.592838675304]}
Хорошёвское шоссе, дом 64А, ;sch1288s.mskobr.ru;+7 (495) 941-29-22;площадь (кв. м): 351;{type=Point, coordinates=[37.52907983605, 55.778830822077]}
Хорошёвское шоссе, дом 3;sch1288s.mskobr.ru;+7 (495) 941-29-22;площадь (кв. м): 400;{type=Point, coordinates=[37.54151989485006, 55.77355828657988]}
Саратовская улица, дом 3 ;lyc1367uv.mskobr.ru;+7 (499) 177-56-92;площадь (кв. м): 100.1;{type=Point, coordinates=[37.731793051678, 55.714964103431]}
Братеевская улица, дом 18;sch1034.mskobr.ru;+7 (495) 341-00-07;площадь (кв. м): 322;{type=Point, coordinates=[37.767009109588, 55.634766968526]}
Братеевская улица, дом 18;sch1034.mskobr.ru;+7 (495) 341-00-07;площадь (кв. м): 450;{type=Point, coordinates=[37.766576979783, 55.634731474907]}
Старокачаловская улица, дом 3 ;sevbutovo.mos.ru;+7 (495) 711-18-18;площадь (кв. м): 519;{type=Point, coordinates=[37.582788842460154, 55.568999122283245]}
Болотниковская улица, дом 36 ;zuzino.mos.ru;+7 (499) 122-61-32;площадь (кв. м): 512;{type=Point, coordinates=[37.592430738761884, 55.65999801070156]}
Чечёрский проезд, дом 56 ;ubutovo.mos.ru;+7 (495) 712-70-11;площадь (кв. м): 322;{type=Point, coordinates=[37.52882186011885, 55.53296684904636]}
5-я Кожуховская улица, дом 27 ;sch2129uv.mskobr.ru;+7 (495) 679-19-39;площадь (кв. м): 216;{type=Point, coordinates=[37.678527888495, 55.705454956022]}
улица Маршала Полубоярова, дом 14;vihyno.org;+7 (499) 796-58-73;площадь (кв. м): 544;{type=Point, coordinates=[37.86205638939691, 55.68529678950598]}
Ташкентская улица, дом 15/22;vihyno.org;+7 (495) 657-60-59;площадь (кв. м): 1248;{type=Point, coordinates=[37.81875504507126, 55.70367339977952]}
Братеевская улица, дом 35 ;brateevo.mos.ru/;+7 (495) 342-42-70;площадь (кв. м): 600;{type=Point, coordinates=[37.76969794814382, 55.637807119468135]}
Дубосековская улица, дом 3;sch1252.mskobr.ru;+7 (499) 158-02-22;площадь (кв. м): 800;{type=Point, coordinates=[37.495802205156, 55.810226770164]}
улица Мичуринский Проспект, Олимпийская Деревня, дом 14;troparevo-nikulino.mos.ru;+7 (499) 792-00-65;площадь (кв. м): 450;{type=Point, coordinates=[37.464057887521925, 55.66969310927994]}
улица Удальцова, дом 87 ;sch1953.mskobr.ru;+7 (499) 432-39-01;площадь (кв. м): 800;{type=Point, coordinates=[37.484793, 55.685104]}
улица Фридриха Энгельса, дом 53;www.mgfso.ru/sk-dom-fizicheskoy-kultury;+7 (499) 267-85-45;площадь (кв. м): 512;{type=Point, coordinates=[37.68993337360491, 55.776755067752916]}
улица Академика Анохина, дом 38 ;troparevo-zao.ru;+7 (499) 438-01-01;площадь (кв. м): 405;{type=Point, coordinates=[37.47074838780337, 55.658578083475014]}
Ставропольская улица, дом 52 ;lublino-mos.ru;;площадь (кв. м): 220;{type=Point, coordinates=[37.765453349529245, 55.681013505631235]}
улица Головачёва, дом 3 ;lublino-mos.ru;+7 (499) 722-74-75;площадь (кв. м): 156;{type=Point, coordinates=[37.8058299030133, 55.67616838916199]}
улица Судакова, дом 26;lublino-mos.ru;+7 (499) 722-74-75;площадь (кв. м): 200;{type=Point, coordinates=[37.75523499806832, 55.67282593917413]}
1-й Нагатинский проезд, дом 16;sch978u.mskobr.ru;+7 (499) 611-53-62;площадь (кв. м): 242;{type=Point, coordinates=[37.632051298787, 55.676901845955]}
